Target,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Admission grade,Tuition fees up to date,Curricular units 2nd sem (evaluations),Previous qualification (grade),Age at enrollment,Curricular units 1st sem (evaluations),Course,Father's occupation,Mother's occupation,GDP,Unemployment rate,Application mode,Father's qualification,Inflation rate,Mother's qualification,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Scholarship holder,Application order,Debtor,Gender
Graduate,7.0,13.775,6.0,13.79666667,127.6,1.0,11.0,140.0,23.0,7.0,9500.0,3.0,3.0,1.79,12.4,17.0,1.0,0.5,1.0,8.0,7.0,0,3.5,0,0.0
Graduate,6.0,15.33333333,6.0,14.83333333,151.0,1.0,6.0,159.0,18.0,6.0,9773.0,3.0,3.0,-1.7,12.7,1.0,1.0,3.7,1.0,6.0,6.0,0,2.0,0,0.0
Graduate,6.0,13.83333333,6.0,12.83333333,135.7,1.0,6.0,140.0,20.0,6.0,9238.0,3.0,9.0,1.79,12.4,44.0,1.0,0.5,1.0,6.0,6.0,0,1.0,0,0.0
Graduate,7.0,14.96285714,7.0,14.96285714,137.8,1.0,8.0,148.0,18.0,8.0,9500.0,9.0,5.0,1.74,10.8,17.0,37.0,1.4,38.0,8.0,8.0,1,1.0,0,0.0
Graduate,5.0,11.2,4.0,12.0,117.3,1.0,8.0,112.0,20.0,8.0,9147.0,9.0,9.0,2.02,11.1,1.0,38.0,0.6,38.0,5.0,5.0,0,3.5,0,0.0
Graduate,8.0,12.8,7.0,12.4,121.2,1.0,9.0,131.0,18.0,8.0,9500.0,2.0,3.0,-0.92,16.2,18.0,3.0,0.3,1.0,8.0,7.0,0,2.0,0,0.0
Graduate,6.0,17.16666667,6.0,15.57142857,129.3,1.0,6.0,145.0,20.0,7.0,9670.0,1.0,2.0,-0.92,16.2,17.0,3.0,0.3,3.0,6.0,6.0,0,1.0,0,0.0
Graduate,7.0,13.71428571,7.0,13.71428571,123.0,1.0,8.0,133.1,19.0,8.0,9500.0,8.0,5.0,-1.7,12.7,1.0,1.0,3.7,1.0,8.0,8.0,0,3.5,0,0.0
Graduate,6.0,12.16666667,6.0,13.14285714,140.0,1.0,9.0,140.0,21.0,9.0,9085.0,4.0,4.0,0.79,13.9,44.0,19.0,-0.3,1.0,6.0,6.0,0,1.0,0,0.0
Graduate,3.0,11.0,6.0,15.0,140.0,1.0,8.0,140.0,33.0,7.0,9070.0,7.0,9.0,2.02,11.1,7.0,1.0,0.6,37.0,6.0,6.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,1.0,13.0,144.6,0.0,5.0,150.0,24.0,6.0,9085.0,2.0,4.0,0.32,7.6,1.0,2.0,2.6,12.0,5.0,5.0,0,1.0,1,0.0
Graduate,11.0,12.75,10.5,12.0,118.3,1.0,14.0,120.0,20.0,12.0,9238.0,3.0,4.0,0.79,13.9,43.0,38.0,-0.3,1.0,10.0,10.0,1,1.0,0,0.0
Graduate,0.0,6.8750000049999995,0.0,7.3999999999999995,153.6,1.0,0.0,156.0,18.0,0.0,8378.5,1.0,9.0,-3.12,9.4,1.0,38.0,-0.8,19.0,2.0,2.0,0,1.0,0,0.0
Graduate,6.0,14.16666667,6.0,15.16666667,158.3,1.0,6.0,162.5,18.0,6.0,9070.0,3.0,7.0,-4.06,15.5,1.0,1.0,2.8,1.0,6.0,6.0,0,3.5,0,0.0
Dropout,2.0,10.5,4.0,12.0,100.0,1.0,13.0,133.1,29.0,9.0,8378.5,0.0,0.0,0.32,7.6,43.0,34.0,2.6,34.0,6.0,6.0,0,1.0,1,0.0
Graduate,8.0,14.77272727,7.0,13.64285714,134.9,1.0,11.0,147.0,18.0,7.0,9500.0,5.0,5.0,-0.92,16.2,17.0,1.0,0.3,1.0,8.0,7.0,0,1.0,0,0.0
Graduate,6.0,12.71428571,6.0,12.66666667,142.0,1.0,7.0,129.0,19.0,8.0,9773.0,5.0,5.0,-3.12,9.4,1.0,37.0,-0.8,38.0,6.0,6.0,0,3.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,127.3,1.0,0.0,136.0,19.0,0.0,8378.5,7.0,7.0,-4.06,15.5,17.0,38.0,2.8,38.0,2.0,2.0,0,1.0,0,0.0
Graduate,6.0,10.5,5.0,10.8,116.5,1.0,9.0,128.0,18.0,8.0,9238.0,4.0,5.0,1.79,12.4,17.0,19.0,0.5,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,8.0,13.06363636,6.0,14.25,138.6,1.0,11.0,140.0,19.0,9.0,9500.0,7.0,7.0,-0.92,16.2,43.0,19.0,0.3,19.0,8.0,7.0,1,1.0,0,0.0
Dropout,10.0,12.9,10.5,12.15384615,133.0,1.0,16.0,141.0,20.0,16.0,9853.0,3.0,9.0,1.74,10.8,42.0,19.0,1.4,37.0,10.0,10.0,0,1.0,0,0.0
Enrolled,2.0,10.5,1.0,11.5,136.2,1.0,12.0,133.0,19.0,14.0,9238.0,4.0,3.0,0.32,7.6,17.0,1.0,2.6,2.0,6.0,6.0,0,2.0,0,0.0
Graduate,3.0,12.33333333,4.0,12.25,118.0,1.0,9.0,125.0,19.0,10.0,9254.0,5.0,7.0,-3.12,9.4,17.0,19.0,-0.8,19.0,6.0,6.0,1,1.0,0,0.0
Enrolled,5.0,11.14285714,6.0,12.0,126.8,1.0,12.0,124.0,18.0,8.0,9070.0,4.0,4.0,0.79,13.9,1.0,37.0,-0.3,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,8.0,13.40375,8.0,13.40375,128.5,1.0,8.0,140.0,18.0,8.0,9500.0,7.0,5.0,-3.12,9.4,1.0,38.0,-0.8,19.0,8.0,8.0,1,3.5,0,0.0
Graduate,3.0,12.66666667,6.0,11.33333333,129.9,1.0,9.0,140.0,19.0,15.0,9254.0,3.0,2.0,-3.12,9.4,17.0,1.0,-0.8,3.0,6.0,6.0,1,1.0,0,0.0
Dropout,6.0,12.33333333,5.0,12.2,125.8,1.0,6.0,137.0,20.0,7.0,9773.0,5.0,5.0,-1.7,12.7,17.0,1.0,3.7,1.0,6.0,6.0,0,3.5,1,1.0
Enrolled,0.0,6.8750000049999995,0.0,7.3999999999999995,129.3,1.0,0.0,144.0,18.0,0.0,8378.5,6.0,9.0,0.32,7.6,17.0,37.0,2.6,37.0,2.0,2.0,1,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,124.7,1.0,0.0,138.0,18.0,0.0,9500.0,3.0,2.0,-0.92,16.2,1.0,19.0,0.3,4.0,8.0,7.0,0,3.5,0,1.0
Dropout,4.0,16.0,5.0,16.16666667,154.9,0.0,10.0,130.0,34.0,8.0,9003.0,4.0,2.0,3.51,8.9,39.0,1.0,1.4,3.0,6.0,6.0,0,1.0,1,1.0
Enrolled,3.0,11.0,3.0,11.0,127.3,1.0,6.0,142.0,18.0,10.0,9119.0,7.0,9.0,-0.92,16.2,17.0,38.0,0.3,19.0,5.0,5.0,0,1.0,0,1.0
Graduate,0.0,6.8750000049999995,0.0,7.3999999999999995,129.0,1.0,0.0,136.0,19.0,0.0,8378.5,8.0,5.0,0.79,13.9,1.0,19.0,-0.3,37.0,2.0,2.0,1,1.0,0,1.0
Enrolled,6.0,12.28571429,4.0,12.0,98.0,1.0,8.0,133.1,19.0,8.0,9773.0,7.0,4.0,-4.06,15.5,1.0,19.0,2.8,38.0,6.0,6.0,1,2.0,0,1.0
Enrolled,4.0,12.25,2.0,10.5,122.0,1.0,11.0,130.0,20.0,8.0,9147.0,7.0,5.0,1.74,10.8,17.0,38.0,1.4,1.0,5.0,5.0,0,2.0,0,1.0
Enrolled,4.0,10.33333333,3.0,11.66666667,112.5,1.0,13.0,117.0,19.0,7.0,9070.0,7.0,4.0,0.79,13.9,43.0,1.0,-0.3,1.0,6.0,6.0,0,1.0,0,1.0
Dropout,2.0,10.0,3.0,11.0,127.3,1.0,7.0,136.0,19.0,8.0,9147.0,9.0,9.0,-1.7,12.7,1.0,38.0,3.7,38.0,5.0,5.0,0,3.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,100.5,1.0,13.0,133.1,24.0,16.0,9556.0,10.0,9.0,2.02,11.1,39.0,1.0,0.6,1.0,7.0,7.0,0,2.0,0,1.0
Dropout,0.0,6.8750000049999995,4.0,12.5,122.0,0.0,7.0,140.0,29.0,11.0,8378.5,7.0,9.0,1.79,12.4,39.0,37.0,0.5,37.0,6.0,6.0,0,1.0,1,1.0
Graduate,2.0,12.6,7.0,11.29444444,140.0,1.0,16.0,150.0,24.0,11.0,9500.0,1.0,9.0,-4.06,15.5,39.0,3.0,2.8,38.0,8.0,7.0,0,1.0,0,1.0
Graduate,4.0,12.5,5.0,11.2,116.1,1.0,11.0,121.0,19.0,8.0,9254.0,6.0,6.0,-4.06,15.5,17.0,38.0,2.8,19.0,6.0,6.0,0,2.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,130.0,1.0,0.0,120.0,34.0,0.0,8378.5,9.0,9.0,0.32,7.6,7.0,19.0,2.6,19.0,2.0,2.0,0,1.0,0,1.0
Graduate,5.0,11.8,5.0,13.2,146.2,1.0,6.0,143.0,18.0,7.0,9070.0,10.0,4.0,-0.92,16.2,5.0,1.0,0.3,1.0,6.0,6.0,0,2.0,0,1.0
Enrolled,6.0,14.125,6.0,14.14285714,160.15000000000003,1.0,10.0,162.5,20.0,12.0,9119.0,8.0,9.0,1.79,12.4,44.0,1.0,0.5,1.0,6.0,7.0,1,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,127.8,0.0,0.0,132.0,18.0,0.0,9147.0,3.0,3.0,2.02,11.1,1.0,39.0,0.6,39.0,5.0,5.0,0,3.5,0,1.0
Enrolled,3.0,13.33333333,0.0,7.3999999999999995,130.8,1.0,9.0,130.0,22.0,5.0,9147.0,8.0,9.0,-0.92,16.2,43.0,19.0,0.3,37.0,5.0,5.0,0,1.0,0,1.0
Enrolled,3.0,10.57142857,3.0,12.33333333,109.0,1.0,9.0,133.1,22.0,7.0,9147.0,7.0,4.0,1.74,10.8,17.0,38.0,1.4,38.0,5.0,5.0,1,2.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,132.4,0.0,0.0,131.0,18.0,6.0,9773.0,5.0,9.0,2.02,11.1,1.0,38.0,0.6,1.0,6.0,6.0,0,3.5,1,1.0
Graduate,7.0,13.1,7.0,13.1,129.3,1.0,8.0,149.0,18.0,8.0,9500.0,4.0,4.0,-1.7,12.7,1.0,1.0,3.7,1.0,8.0,8.0,0,3.0,0,1.0
Graduate,6.0,13.16666667,6.0,13.5,125.4,1.0,6.0,124.0,19.0,6.0,9070.0,9.0,9.0,-3.12,9.4,1.0,37.0,-0.8,37.0,6.0,6.0,0,1.0,0,1.0
Enrolled,3.0,12.0,5.0,10.2,130.2,1.0,8.0,126.0,19.0,7.0,9119.0,5.0,5.0,1.74,10.8,1.0,19.0,1.4,38.0,5.0,5.0,0,1.0,0,1.0
Dropout,3.0,13.0,5.0,11.57142857,132.0,1.0,10.0,140.0,19.0,10.0,9238.0,9.0,9.0,-0.92,16.2,1.0,38.0,0.3,19.0,6.0,6.0,0,1.0,0,1.0
Graduate,6.0,15.16666667,6.0,15.28571429,160.15000000000003,1.0,6.0,162.5,21.0,7.0,9003.0,7.0,9.0,1.79,12.4,44.0,19.0,0.5,19.0,6.0,6.0,0,1.0,1,1.0
Enrolled,8.0,11.0,5.0,12.6,130.2,1.0,16.0,133.0,19.0,9.0,9773.0,4.0,2.0,3.51,8.9,1.0,1.0,1.4,3.0,10.0,6.0,0,2.0,0,1.0
Graduate,4.0,13.6,6.0,13.43333333,115.5,1.0,10.0,126.0,18.0,11.0,9556.0,2.0,2.0,3.51,8.9,18.0,3.0,1.4,3.0,7.0,7.0,0,2.0,0,1.0
Dropout,3.0,11.0,5.0,11.6,127.6,1.0,9.0,129.0,19.0,8.0,9147.0,9.0,4.0,1.74,10.8,16.0,19.0,1.4,19.0,5.0,5.0,0,2.0,0,1.0
Graduate,6.0,13.5,6.0,14.66666667,140.0,1.0,6.0,140.0,25.0,6.0,9773.0,8.0,4.0,2.02,11.1,7.0,1.0,0.6,19.0,6.0,6.0,0,1.0,0,1.0
Graduate,6.0,14.66666667,6.0,14.66666667,120.2,1.0,12.0,130.0,22.0,9.0,9070.0,8.0,9.0,-1.7,12.7,1.0,1.0,3.7,37.0,6.0,6.0,0,1.0,0,1.0
Graduate,7.0,12.74285714,7.0,12.74285714,150.0,1.0,8.0,130.0,24.0,8.0,9500.0,9.0,4.0,-1.7,12.7,39.0,1.0,3.7,1.0,8.0,8.0,0,1.0,0,1.0
Graduate,7.0,13.12857143,7.0,11.975,100.0,1.0,9.0,102.5,19.0,9.0,9500.0,10.0,5.0,0.79,13.9,1.0,3.0,-0.3,1.0,8.0,7.0,0,2.0,0,1.0
Enrolled,3.0,11.66666667,4.0,12.25,100.0,1.0,11.0,146.0,18.0,9.0,9119.0,3.0,2.0,0.79,13.9,43.0,1.0,-0.3,3.0,5.0,5.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,128.0,0.0,0.0,129.0,20.0,0.0,8378.5,6.0,4.0,-3.12,9.4,17.0,37.0,-0.8,38.0,2.0,2.0,0,1.0,0,1.0
Graduate,7.0,14.93571429,7.0,14.93571429,128.0,1.0,8.0,132.0,19.0,8.0,9500.0,7.0,9.0,1.74,10.8,1.0,19.0,1.4,19.0,8.0,8.0,1,2.0,0,1.0
Dropout,4.0,10.0,2.0,10.5,107.2,1.0,15.0,110.0,19.0,16.0,9254.0,9.0,9.0,0.32,7.6,43.0,37.0,2.6,37.0,6.0,6.0,0,3.0,0,1.0
Graduate,5.0,13.0,5.0,13.33333333,110.1,1.0,6.0,116.0,19.0,9.0,9670.0,3.0,3.0,1.79,12.4,1.0,3.0,0.5,3.0,6.0,6.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,119.0,1.0,8.0,119.0,23.0,6.0,9003.0,6.0,9.0,-4.06,15.5,43.0,37.0,2.8,37.0,6.0,6.0,0,1.0,1,1.0
Dropout,4.0,14.0,5.0,13.8,155.5,1.0,13.0,120.0,34.0,12.0,9773.0,3.0,9.0,-1.7,12.7,39.0,38.0,3.7,37.0,6.0,6.0,0,1.0,0,1.0
Graduate,4.0,10.75,6.0,11.83333333,118.4,1.0,8.0,117.0,19.0,6.0,9070.0,9.0,3.0,-0.92,16.2,1.0,1.0,0.3,1.0,6.0,6.0,0,1.0,0,1.0
Graduate,0.0,6.8750000049999995,0.0,7.3999999999999995,141.2,1.0,0.0,137.0,19.0,0.0,8378.5,8.0,4.0,2.02,11.1,1.0,38.0,0.6,1.0,2.0,2.0,0,3.5,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,119.1,1.0,0.0,124.0,18.0,0.0,8378.5,2.0,2.0,-0.92,16.2,1.0,3.0,0.3,3.0,2.0,2.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,2.0,10.0,111.0,1.0,9.0,151.0,28.0,9.0,9147.0,1.0,1.0,-4.06,15.5,43.0,3.0,2.8,1.0,5.0,5.0,0,1.0,0,1.0
Dropout,3.0,11.66666667,4.0,11.5,138.6,1.0,11.0,138.6,20.0,10.0,9254.0,0.0,0.0,0.32,7.6,43.0,34.0,2.6,34.0,6.0,6.0,0,1.0,0,1.0
Enrolled,4.0,12.0,3.0,10.66666667,121.2,1.0,9.0,118.0,18.0,12.0,9254.0,7.0,5.0,-4.06,15.5,17.0,19.0,2.8,19.0,6.0,6.0,1,2.0,0,1.0
Graduate,0.0,6.8750000049999995,0.0,7.3999999999999995,150.4,1.0,0.0,136.0,21.0,0.0,8378.5,8.0,4.0,1.79,12.4,1.0,19.0,0.5,19.0,2.0,2.0,1,1.0,0,1.0
Enrolled,2.0,13.0,4.0,12.75,117.8,1.0,12.0,123.0,19.0,10.0,9254.0,4.0,9.0,1.74,10.8,1.0,19.0,1.4,38.0,6.0,6.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,102.5,0.0,7.0,133.1,24.0,7.0,9254.0,5.0,4.0,-0.92,16.2,39.0,37.0,0.3,38.0,6.0,6.0,0,1.0,1,1.0
Enrolled,3.0,11.33333333,6.0,11.33333333,110.0,1.0,12.0,130.0,24.0,11.0,9130.0,16.5,16.5,-0.92,16.2,39.0,1.0,0.3,19.0,6.0,6.0,0,1.0,0,1.0
Enrolled,0.0,6.8750000049999995,0.0,7.3999999999999995,138.3,0.0,6.0,133.1,25.0,6.0,9085.0,8.0,9.0,3.51,8.9,39.0,19.0,1.4,38.0,6.0,6.0,0,1.0,1,1.0
Graduate,5.0,12.2,6.0,13.0,122.3,1.0,8.0,150.0,28.0,10.0,9254.0,4.0,3.0,0.79,13.9,39.0,1.0,-0.3,3.0,6.0,6.0,0,1.0,0,1.0
Enrolled,3.0,11.33333333,4.0,10.75,127.8,1.0,7.0,130.0,34.0,7.0,9991.0,9.0,9.0,0.32,7.6,39.0,37.0,2.6,37.0,5.0,5.0,0,1.0,0,1.0
Enrolled,2.0,10.5,5.0,12.0,100.0,1.0,12.0,128.0,19.0,8.0,9119.0,7.0,4.0,0.79,13.9,43.0,38.0,-0.3,1.0,5.0,5.0,0,1.0,0,1.0
Graduate,8.0,13.90625,7.0,13.46285714,126.4,1.0,8.0,133.0,18.0,7.0,9500.0,7.0,5.0,2.02,11.1,17.0,37.0,0.6,38.0,8.0,7.0,1,3.5,0,1.0
Dropout,1.0,10.0,3.0,10.0,100.0,1.0,15.0,133.1,34.0,13.0,9254.0,16.5,16.5,0.32,7.6,39.0,37.0,2.6,37.0,6.0,6.0,0,1.0,0,1.0
Graduate,6.0,13.66666667,6.0,12.33333333,117.1,1.0,7.0,129.0,21.0,6.0,9238.0,8.0,9.0,3.51,8.9,17.0,37.0,1.4,37.0,6.0,6.0,0,3.5,0,1.0
Enrolled,6.0,12.41666667,6.0,12.52857143,124.7,1.0,10.0,128.0,19.0,11.0,9500.0,5.0,4.0,-4.06,15.5,17.0,1.0,2.8,1.0,7.0,7.0,1,1.0,0,1.0
Enrolled,0.0,6.8750000049999995,0.0,7.3999999999999995,124.1,1.0,8.0,136.0,21.0,8.0,9500.0,10.0,9.0,-3.12,9.4,43.0,1.0,-0.8,19.0,8.0,8.0,1,2.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,129.4,0.0,7.0,130.0,23.0,6.0,9119.0,8.0,9.0,0.79,13.9,44.0,12.0,-0.3,37.0,5.0,5.0,0,1.0,1,1.0
Graduate,4.0,13.25,5.0,13.6,138.9,1.0,6.0,141.0,18.0,5.0,9130.0,10.0,4.0,1.74,10.8,1.0,1.0,1.4,1.0,5.0,5.0,0,1.0,0,1.0
Dropout,2.0,14.0,6.0,12.33333333,138.6,1.0,6.0,140.0,22.0,7.0,9238.0,3.0,4.0,0.79,13.9,44.0,1.0,-0.3,1.0,6.0,6.0,0,1.0,0,1.0
Dropout,7.0,12.25,10.0,11.45454545,133.9,1.0,13.0,122.0,25.0,16.0,8378.5,7.0,9.0,1.79,12.4,16.0,37.0,0.5,19.0,10.0,10.0,0,1.0,0,1.0
Dropout,5.0,14.4,8.0,13.5,140.0,1.0,12.0,140.0,27.0,13.0,9085.0,2.0,2.0,2.02,11.1,7.0,3.0,0.6,5.0,10.0,10.0,0,1.0,1,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,95.1,0.0,6.0,133.1,34.0,5.0,9119.0,0.0,0.0,1.74,10.8,39.0,34.0,1.4,34.0,5.0,5.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,2.0,11.0,128.2,0.0,0.0,120.0,31.0,5.0,9991.0,5.0,5.0,-1.7,12.7,39.0,37.0,3.7,19.0,5.0,5.0,0,1.0,0,1.0
Dropout,5.0,14.33333333,6.0,13.71428571,121.5,1.0,13.0,133.1,34.0,9.0,9254.0,6.0,9.0,-0.92,16.2,39.0,37.0,0.3,37.0,6.0,6.0,0,1.0,0,1.0
Dropout,12.0,12.25,10.5,12.36363636,120.0,0.0,16.0,120.0,25.0,16.0,8378.5,6.0,5.0,2.02,11.1,7.0,37.0,0.6,38.0,10.0,10.0,0,1.0,1,1.0
Enrolled,2.0,11.5,3.0,10.66666667,130.0,1.0,14.0,130.0,20.0,13.0,9003.0,2.0,2.0,-4.06,15.5,44.0,3.0,2.8,5.0,6.0,7.0,0,1.0,0,1.0
Dropout,3.0,12.66666667,2.0,12.0,120.0,1.0,10.0,120.0,28.0,9.0,9070.0,2.0,2.0,-1.7,12.7,7.0,4.0,3.7,4.0,6.0,6.0,0,1.0,0,1.0
Graduate,6.0,13.16666667,7.0,12.85714286,107.0,1.0,6.0,133.1,34.0,7.0,8378.5,6.0,9.0,-1.7,12.7,39.0,37.0,3.7,37.0,6.0,7.0,0,1.0,0,1.0
Enrolled,6.0,12.71428571,6.0,13.125,116.1,1.0,9.0,122.0,19.0,10.0,9670.0,4.0,4.0,2.02,11.1,1.0,19.0,0.6,1.0,6.0,6.0,1,2.0,0,1.0
Dropout,2.0,11.5,0.0,7.3999999999999995,114.4,1.0,8.0,123.0,22.0,6.0,9147.0,4.0,4.0,-4.06,15.5,43.0,1.0,2.8,1.0,5.0,5.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,2.0,13.5,157.7,1.0,6.0,162.5,34.0,13.0,9254.0,3.0,2.0,-4.06,15.5,1.0,1.0,2.8,2.0,6.0,6.0,0,1.0,0,1.0
Dropout,10.0,15.0,10.5,15.09090909,150.0,0.0,11.0,130.0,28.0,14.0,9003.0,9.0,9.0,2.02,11.1,39.0,38.0,0.6,38.0,10.0,10.0,0,1.0,1,1.0
Enrolled,5.0,11.8,5.0,12.4,114.3,1.0,10.0,110.0,34.0,9.0,9853.0,4.0,9.0,0.32,7.6,1.0,37.0,2.6,37.0,6.0,6.0,0,1.0,0,1.0
Enrolled,4.0,14.8,5.0,14.0,104.6,0.0,11.0,106.0,21.0,10.0,9085.0,5.0,3.0,2.02,11.1,18.0,19.0,0.6,1.0,6.0,6.0,0,1.0,0,1.0
Dropout,1.0,13.0,2.0,13.5,140.0,1.0,9.0,140.0,34.0,8.0,9003.0,4.0,9.0,-4.06,15.5,7.0,39.0,2.8,39.0,6.0,6.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,109.1,1.0,5.0,108.0,19.0,5.0,9147.0,4.0,3.0,1.79,12.4,1.0,1.0,0.5,3.0,5.0,5.0,0,3.5,0,1.0
Dropout,3.0,10.66666667,4.0,12.65,120.6,1.0,10.0,120.0,18.0,12.0,9500.0,4.0,2.0,-0.92,16.2,43.0,4.0,0.3,3.0,7.0,7.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,160.15000000000003,1.0,7.0,102.5,34.0,7.0,9991.0,1.0,1.0,-0.92,16.2,39.0,37.0,0.3,37.0,5.0,5.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,140.0,0.0,5.0,140.0,33.0,5.0,9991.0,16.5,16.5,0.32,7.6,7.0,34.0,2.6,34.0,5.0,5.0,0,1.0,0,1.0
Graduate,5.0,12.8,6.0,13.33333333,160.15000000000003,1.0,7.0,133.1,23.0,8.0,9070.0,10.0,9.0,-3.12,9.4,17.0,38.0,-0.8,37.0,6.0,6.0,1,2.0,0,1.0
Dropout,5.0,11.14285714,3.0,11.33333333,138.3,1.0,8.0,133.1,34.0,9.0,9991.0,5.0,5.0,0.79,13.9,39.0,1.0,-0.3,37.0,5.0,5.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,128.0,1.0,0.0,140.0,34.0,0.0,8378.5,0.0,0.0,-3.12,9.4,1.0,34.0,-0.8,34.0,6.0,6.0,0,3.5,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,139.0,1.0,0.0,102.5,34.0,0.0,8378.5,9.0,9.0,1.74,10.8,39.0,37.0,1.4,37.0,2.0,2.0,0,1.0,0,1.0
Dropout,2.0,10.5,3.0,11.66666667,113.2,0.0,8.0,123.0,22.0,7.0,9991.0,2.0,4.0,0.32,7.6,1.0,3.0,2.6,1.0,5.0,5.0,0,2.0,0,1.0
Graduate,6.0,14.42857143,6.0,12.16666667,139.0,1.0,8.0,133.1,34.0,8.0,8378.5,6.0,6.0,1.79,12.4,39.0,37.0,0.5,37.0,6.0,6.0,0,1.0,0,1.0
Graduate,4.0,12.75,6.0,13.33333333,110.0,1.0,6.0,135.0,23.0,7.0,9773.0,3.0,5.0,2.02,11.1,51.0,42.0,0.6,1.0,6.0,6.0,0,1.0,0,1.0
Enrolled,3.0,11.0,5.0,11.4,136.6,1.0,10.0,132.0,19.0,7.0,9070.0,9.0,4.0,0.32,7.6,1.0,1.0,2.6,1.0,6.0,6.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,6.0,12.14285714,160.15000000000003,1.0,6.0,120.0,34.0,9.0,8378.5,5.0,5.0,-0.92,16.2,43.0,37.0,0.3,37.0,6.0,6.0,0,1.0,0,1.0
Graduate,12.0,12.30769231,10.5,13.05882353,130.0,1.0,15.0,130.0,28.0,16.0,9003.0,2.0,4.0,-4.06,15.5,43.0,2.0,2.8,1.0,10.0,10.0,0,1.0,0,1.0
Enrolled,4.0,10.5,4.0,11.75,140.0,1.0,15.0,140.0,21.0,13.0,9003.0,6.0,9.0,-4.06,15.5,44.0,38.0,2.8,1.0,6.0,6.0,0,1.0,0,1.0
Dropout,5.0,10.0,5.0,11.83333333,121.0,0.0,8.0,133.1,21.0,9.0,9254.0,9.0,9.0,3.51,8.9,1.0,1.0,1.4,38.0,6.0,6.0,0,1.0,1,1.0
Graduate,10.0,11.8,10.0,12.4,118.6,1.0,13.0,120.0,21.0,14.0,9238.0,2.0,1.0,0.79,13.9,43.0,1.0,-0.3,2.0,10.0,10.0,0,1.0,0,1.0
Enrolled,4.0,11.5,6.0,13.42857143,138.3,1.0,12.0,140.0,20.0,8.0,9070.0,4.0,4.0,0.79,13.9,1.0,38.0,-0.3,19.0,6.0,6.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,115.8,0.0,9.0,133.1,34.0,5.0,9147.0,9.0,9.0,1.74,10.8,42.0,37.0,1.4,37.0,5.0,5.0,0,1.0,0,1.0
Graduate,5.0,13.4,5.0,11.0,160.0,1.0,5.0,120.0,34.0,5.0,9991.0,8.0,6.0,-4.06,15.5,39.0,37.0,2.8,19.0,5.0,5.0,0,1.0,0,1.0
Graduate,6.0,14.42857143,6.0,13.625,114.5,1.0,8.0,125.0,22.0,8.0,9254.0,3.0,3.0,2.02,11.1,17.0,1.0,0.6,1.0,6.0,6.0,1,1.0,0,1.0
Enrolled,2.0,11.5,4.0,11.8,117.5,1.0,7.0,136.0,19.0,6.0,9119.0,5.0,5.0,-4.06,15.5,42.0,37.0,2.8,1.0,5.0,5.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,121.7,1.0,7.0,133.1,31.0,5.0,9991.0,7.0,2.0,0.79,13.9,39.0,38.0,-0.3,3.0,5.0,5.0,0,1.0,0,1.0
Dropout,2.0,13.5,2.0,15.0,115.0,1.0,7.0,120.0,30.0,9.0,9119.0,2.0,2.0,-4.06,15.5,42.0,5.0,2.8,5.0,6.0,6.0,0,1.0,0,1.0
